CIK,Company Name,form,accession_number,filing_date,primary_document,document_url,txt_file_url
0001860456,"MASTERWORKS 060, LLC",1-K,0001493152-24-016317,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001860456/000149315224016317/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001860456/000149315224016317/0001493152-24-016317.txt
0001860456,"MASTERWORKS 060, LLC",1-SA,0001493152-23-034173,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001860456/000149315223034173/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001860456/000149315223034173/0001493152-23-034173.txt
0001868615,"MASTERWORKS 061, LLC",1-K,0001493152-24-016428,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001868615/000149315224016428/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001868615/000149315224016428/0001493152-24-016428.txt
0001868615,"MASTERWORKS 061, LLC",1-SA,0001493152-23-034174,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001868615/000149315223034174/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001868615/000149315223034174/0001493152-23-034174.txt
0001869086,"MASTERWORKS 062, LLC",1-K,0001493152-24-016429,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001869086/000149315224016429/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001869086/000149315224016429/0001493152-24-016429.txt
0001869086,"MASTERWORKS 062, LLC",1-SA,0001493152-23-034175,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001869086/000149315223034175/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001869086/000149315223034175/0001493152-23-034175.txt
0001869078,"MASTERWORKS 063, LLC",1-K,0001493152-24-016430,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001869078/000149315224016430/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001869078/000149315224016430/0001493152-24-016430.txt
0001869078,"MASTERWORKS 063, LLC",1-SA,0001493152-23-034176,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001869078/000149315223034176/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001869078/000149315223034176/0001493152-23-034176.txt
0001869704,"MASTERWORKS 064, LLC",1-K,0001493152-24-016431,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001869704/000149315224016431/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001869704/000149315224016431/0001493152-24-016431.txt
0001869704,"MASTERWORKS 064, LLC",1-SA,0001493152-23-034177,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001869704/000149315223034177/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001869704/000149315223034177/0001493152-23-034177.txt
0001869760,"MASTERWORKS 065, LLC",1-K,0001493152-24-016432,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001869760/000149315224016432/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001869760/000149315224016432/0001493152-24-016432.txt
0001869760,"MASTERWORKS 065, LLC",1-SA,0001493152-23-034178,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001869760/000149315223034178/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001869760/000149315223034178/0001493152-23-034178.txt
0001870907,"MASTERWORKS 066, LLC",1-K,0001493152-24-016433,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001870907/000149315224016433/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001870907/000149315224016433/0001493152-24-016433.txt
0001870907,"MASTERWORKS 066, LLC",1-SA,0001493152-23-034179,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001870907/000149315223034179/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001870907/000149315223034179/0001493152-23-034179.txt
0001887471,"MASTERWORKS 067, LLC",1-K,0001493152-24-016434,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001887471/000149315224016434/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001887471/000149315224016434/0001493152-24-016434.txt
0001887471,"MASTERWORKS 067, LLC",1-SA,0001493152-23-034180,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001887471/000149315223034180/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001887471/000149315223034180/0001493152-23-034180.txt
0001870904,"MASTERWORKS 068, LLC",1-K,0001493152-24-016435,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001870904/000149315224016435/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001870904/000149315224016435/0001493152-24-016435.txt
0001870904,"MASTERWORKS 068, LLC",1-SA,0001493152-23-034181,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001870904/000149315223034181/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001870904/000149315223034181/0001493152-23-034181.txt
0001870901,"MASTERWORKS 069, LLC",1-K,0001493152-24-016436,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001870901/000149315224016436/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001870901/000149315224016436/0001493152-24-016436.txt
0001870901,"MASTERWORKS 069, LLC",1-SA,0001493152-23-034182,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001870901/000149315223034182/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001870901/000149315223034182/0001493152-23-034182.txt
0001876356,"MASTERWORKS 071, LLC",1-K,0001493152-24-016437,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001876356/000149315224016437/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001876356/000149315224016437/0001493152-24-016437.txt
0001876356,"MASTERWORKS 071, LLC",1-SA,0001493152-23-034183,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001876356/000149315223034183/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001876356/000149315223034183/0001493152-23-034183.txt
0001876355,"MASTERWORKS 072, LLC",1-K,0001493152-24-016438,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001876355/000149315224016438/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001876355/000149315224016438/0001493152-24-016438.txt
0001876355,"MASTERWORKS 072, LLC",1-SA,0001493152-23-034184,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001876355/000149315223034184/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001876355/000149315223034184/0001493152-23-034184.txt
0001876348,"MASTERWORKS 073, LLC",1-K,0001493152-24-016439,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001876348/000149315224016439/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001876348/000149315224016439/0001493152-24-016439.txt
0001876348,"MASTERWORKS 073, LLC",1-SA,0001493152-23-034185,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001876348/000149315223034185/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001876348/000149315223034185/0001493152-23-034185.txt
0001876358,"MASTERWORKS 074, LLC",1-K,0001493152-24-016440,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001876358/000149315224016440/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001876358/000149315224016440/0001493152-24-016440.txt
0001876358,"MASTERWORKS 074, LLC",1-SA,0001493152-23-034186,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001876358/000149315223034186/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001876358/000149315223034186/0001493152-23-034186.txt
0001876367,"MASTERWORKS 075, LLC",1-K,0001493152-24-016441,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001876367/000149315224016441/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001876367/000149315224016441/0001493152-24-016441.txt
0001876367,"MASTERWORKS 075, LLC",1-SA,0001493152-23-034187,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001876367/000149315223034187/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001876367/000149315223034187/0001493152-23-034187.txt
0001882039,"MASTERWORKS 076, LLC",1-K,0001493152-24-016442,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001882039/000149315224016442/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001882039/000149315224016442/0001493152-24-016442.txt
0001882039,"MASTERWORKS 076, LLC",1-SA,0001493152-23-034188,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001882039/000149315223034188/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001882039/000149315223034188/0001493152-23-034188.txt
0001882371,"MASTERWORKS 079, LLC",1-K,0001493152-24-016443,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001882371/000149315224016443/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001882371/000149315224016443/0001493152-24-016443.txt
0001882371,"MASTERWORKS 079, LLC",1-SA,0001493152-23-034189,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001882371/000149315223034189/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001882371/000149315223034189/0001493152-23-034189.txt
0001882435,"MASTERWORKS 080, LLC",1-K,0001493152-24-016444,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001882435/000149315224016444/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001882435/000149315224016444/0001493152-24-016444.txt
0001882435,"MASTERWORKS 080, LLC",1-SA,0001493152-23-034190,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001882435/000149315223034190/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001882435/000149315223034190/0001493152-23-034190.txt
0001882639,"MASTERWORKS 081, LLC",1-K,0001493152-24-016445,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001882639/000149315224016445/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001882639/000149315224016445/0001493152-24-016445.txt
0001882639,"MASTERWORKS 081, LLC",1-SA,0001493152-23-034191,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001882639/000149315223034191/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001882639/000149315223034191/0001493152-23-034191.txt
0001882777,"MASTERWORKS 082, LLC",1-K,0001493152-24-016446,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001882777/000149315224016446/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001882777/000149315224016446/0001493152-24-016446.txt
0001882777,"MASTERWORKS 082, LLC",1-SA,0001493152-23-034192,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001882777/000149315223034192/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001882777/000149315223034192/0001493152-23-034192.txt
0001883068,"MASTERWORKS 083, LLC",1-K,0001493152-24-016447,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001883068/000149315224016447/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001883068/000149315224016447/0001493152-24-016447.txt
0001883068,"MASTERWORKS 083, LLC",1-SA,0001493152-23-034193,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001883068/000149315223034193/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001883068/000149315223034193/0001493152-23-034193.txt
0001883346,"MASTERWORKS 084, LLC",1-K,0001493152-24-016448,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001883346/000149315224016448/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001883346/000149315224016448/0001493152-24-016448.txt
0001883346,"MASTERWORKS 084, LLC",1-SA,0001493152-23-034194,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001883346/000149315223034194/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001883346/000149315223034194/0001493152-23-034194.txt
0001883543,"MASTERWORKS 085, LLC",1-K,0001493152-24-016449,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001883543/000149315224016449/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001883543/000149315224016449/0001493152-24-016449.txt
0001883543,"MASTERWORKS 085, LLC",1-SA,0001493152-23-034195,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001883543/000149315223034195/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001883543/000149315223034195/0001493152-23-034195.txt
0001885502,"MASTERWORKS 086, LLC",1-K,0001493152-24-016519,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001885502/000149315224016519/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001885502/000149315224016519/0001493152-24-016519.txt
0001885502,"MASTERWORKS 086, LLC",1-SA,0001493152-23-034196,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001885502/000149315223034196/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001885502/000149315223034196/0001493152-23-034196.txt
0001885527,"MASTERWORKS 087, LLC",1-K,0001493152-24-016520,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001885527/000149315224016520/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001885527/000149315224016520/0001493152-24-016520.txt
0001885527,"MASTERWORKS 087, LLC",1-SA,0001493152-23-034197,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001885527/000149315223034197/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001885527/000149315223034197/0001493152-23-034197.txt
0001886349,"MASTERWORKS 088, LLC",1-K,0001493152-24-016521,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001886349/000149315224016521/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001886349/000149315224016521/0001493152-24-016521.txt
0001886349,"MASTERWORKS 088, LLC",1-SA,0001493152-23-034649,2023-09-28,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001886349/000149315223034649/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001886349/000149315223034649/0001493152-23-034649.txt
0001886633,"MASTERWORKS 089, LLC",1-K,0001493152-24-016522,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001886633/000149315224016522/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001886633/000149315224016522/0001493152-24-016522.txt
0001886633,"MASTERWORKS 089, LLC",1-SA,0001493152-23-034198,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001886633/000149315223034198/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001886633/000149315223034198/0001493152-23-034198.txt
0001886469,"MASTERWORKS 090, LLC",1-K,0001493152-24-016523,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001886469/000149315224016523/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001886469/000149315224016523/0001493152-24-016523.txt
0001886469,"MASTERWORKS 090, LLC",1-SA,0001493152-23-034199,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001886469/000149315223034199/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001886469/000149315223034199/0001493152-23-034199.txt
0001890762,"MASTERWORKS 091, LLC",1-K,0001493152-24-016524,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001890762/000149315224016524/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001890762/000149315224016524/0001493152-24-016524.txt
0001890762,"MASTERWORKS 091, LLC",1-SA,0001493152-23-034200,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001890762/000149315223034200/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001890762/000149315223034200/0001493152-23-034200.txt
0001890763,"MASTERWORKS 092, LLC",1-K,0001493152-24-016525,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001890763/000149315224016525/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001890763/000149315224016525/0001493152-24-016525.txt
0001890763,"MASTERWORKS 092, LLC",1-SA,0001493152-23-034201,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001890763/000149315223034201/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001890763/000149315223034201/0001493152-23-034201.txt
0001891698,"MASTERWORKS 093, LLC",1-K,0001493152-24-016526,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001891698/000149315224016526/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001891698/000149315224016526/0001493152-24-016526.txt
0001891698,"MASTERWORKS 093, LLC",1-SA,0001493152-23-034650,2023-09-28,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001891698/000149315223034650/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001891698/000149315223034650/0001493152-23-034650.txt
0001891733,"MASTERWORKS 094, LLC",1-K,0001493152-24-016527,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001891733/000149315224016527/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001891733/000149315224016527/0001493152-24-016527.txt
0001891733,"MASTERWORKS 094, LLC",1-SA,0001493152-23-034202,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001891733/000149315223034202/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001891733/000149315223034202/0001493152-23-034202.txt
0001892859,"MASTERWORKS 095, LLC",1-K,0001493152-24-016528,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001892859/000149315224016528/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001892859/000149315224016528/0001493152-24-016528.txt
0001892859,"MASTERWORKS 095, LLC",1-SA,0001493152-23-034203,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001892859/000149315223034203/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001892859/000149315223034203/0001493152-23-034203.txt
0001894064,"MASTERWORKS 096, LLC",1-K,0001493152-24-016529,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001894064/000149315224016529/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001894064/000149315224016529/0001493152-24-016529.txt
0001894064,"MASTERWORKS 096, LLC",1-SA,0001493152-23-034204,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001894064/000149315223034204/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001894064/000149315223034204/0001493152-23-034204.txt
0001894505,"MASTERWORKS 097, LLC",1-K,0001493152-24-016530,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001894505/000149315224016530/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001894505/000149315224016530/0001493152-24-016530.txt
0001894505,"MASTERWORKS 097, LLC",1-SA,0001493152-23-034205,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001894505/000149315223034205/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001894505/000149315223034205/0001493152-23-034205.txt
0001894561,"MASTERWORKS 098, LLC",1-K,0001493152-24-016531,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001894561/000149315224016531/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001894561/000149315224016531/0001493152-24-016531.txt
0001894561,"MASTERWORKS 098, LLC",1-SA,0001493152-23-034206,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001894561/000149315223034206/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001894561/000149315223034206/0001493152-23-034206.txt
0001901850,"MASTERWORKS 099, LLC",1-K,0001493152-24-016532,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001901850/000149315224016532/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001901850/000149315224016532/0001493152-24-016532.txt
0001901850,"MASTERWORKS 099, LLC",1-SA,0001493152-23-034207,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001901850/000149315223034207/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001901850/000149315223034207/0001493152-23-034207.txt
0001894989,"MASTERWORKS 100, LLC",1-K,0001493152-24-016533,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001894989/000149315224016533/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001894989/000149315224016533/0001493152-24-016533.txt
0001894989,"MASTERWORKS 100, LLC",1-SA,0001493152-23-034208,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001894989/000149315223034208/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001894989/000149315223034208/0001493152-23-034208.txt
0001895636,"MASTERWORKS 101, LLC",1-K,0001493152-24-016534,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001895636/000149315224016534/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001895636/000149315224016534/0001493152-24-016534.txt
0001895636,"MASTERWORKS 101, LLC",1-SA,0001493152-23-034209,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001895636/000149315223034209/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001895636/000149315223034209/0001493152-23-034209.txt
0001895804,"MASTERWORKS 102, LLC",1-K,0001493152-24-016535,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001895804/000149315224016535/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001895804/000149315224016535/0001493152-24-016535.txt
0001895804,"MASTERWORKS 102, LLC",1-SA,0001493152-23-034210,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001895804/000149315223034210/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001895804/000149315223034210/0001493152-23-034210.txt
0001896232,"MASTERWORKS 103, LLC",1-K,0001493152-24-016536,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001896232/000149315224016536/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001896232/000149315224016536/0001493152-24-016536.txt
0001896232,"MASTERWORKS 103, LLC",1-SA,0001493152-23-034211,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001896232/000149315223034211/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001896232/000149315223034211/0001493152-23-034211.txt
0001896812,"MASTERWORKS 104, LLC",1-K,0001493152-24-016537,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001896812/000149315224016537/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001896812/000149315224016537/0001493152-24-016537.txt
0001896812,"MASTERWORKS 104, LLC",1-SA,0001493152-23-034212,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001896812/000149315223034212/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001896812/000149315223034212/0001493152-23-034212.txt
0001896739,"MASTERWORKS 105, LLC",1-K,0001493152-24-016538,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001896739/000149315224016538/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001896739/000149315224016538/0001493152-24-016538.txt
0001896739,"MASTERWORKS 105, LLC",1-SA,0001493152-23-034213,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001896739/000149315223034213/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001896739/000149315223034213/0001493152-23-034213.txt
0001908119,"MASTERWORKS 106, LLC",1-K,0001493152-24-016539,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001908119/000149315224016539/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001908119/000149315224016539/0001493152-24-016539.txt
0001908119,"MASTERWORKS 106, LLC",1-SA,0001493152-23-034214,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001908119/000149315223034214/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001908119/000149315223034214/0001493152-23-034214.txt
0001908675,"MASTERWORKS 107, LLC",1-K,0001493152-24-016540,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001908675/000149315224016540/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001908675/000149315224016540/0001493152-24-016540.txt
0001908675,"MASTERWORKS 107, LLC",1-SA,0001493152-23-034215,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001908675/000149315223034215/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001908675/000149315223034215/0001493152-23-034215.txt
0001908830,"MASTERWORKS 108, LLC",1-K,0001493152-24-016541,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001908830/000149315224016541/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001908830/000149315224016541/0001493152-24-016541.txt
0001908830,"MASTERWORKS 108, LLC",1-SA,0001493152-23-034216,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001908830/000149315223034216/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001908830/000149315223034216/0001493152-23-034216.txt
0001909540,"MASTERWORKS 109, LLC",1-K,0001493152-24-016542,2024-04-26,xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001909540/000149315224016542/xsl1-K_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/0001909540/000149315224016542/0001493152-24-016542.txt
0001909540,"MASTERWORKS 109, LLC",1-SA,0001493152-23-034217,2023-09-27,form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001909540/000149315223034217/form1-sa.htm,https://www.sec.gov/Archives/edgar/data/0001909540/000149315223034217/0001493152-23-034217.txt
